"CLIENT_ID";"NAME";"CATEGORY"
771;"ОАО Савельева, Мельников и Корнилова";"Средний бизнес"
772;"Титов Лтд";"Малый бизнес"
773;"АО Уварова-Михайлова";"Малый бизнес"
774;"ЗАО Борисова-Горбунов";"Малый бизнес"
775;"ООО Ларионова Баранов";"Малый бизнес"
776;"АО Абрамова";"Малый бизнес"
777;"РАО Колесникова Орлова";"Средний бизнес"
778;"Байер";"Малый бизнес"
779;"Воронцова Инкорпорэйтед";"Малый бизнес"
780;"Николаев Групп";"Средний бизнес"
781;"АО Гусева Осипов";"Средний бизнес"
782;"АО Александрова Крылова";"Малый бизнес"
783;"Стройсервис";"Средний бизнес"
784;"Емельянова Групп";"Средний бизнес"
785;"ООО Тетерин";"Средний бизнес"
786;"АО Вишняков";"Средний бизнес"
787;"Горбачев Лимитед";"Средний бизнес"
788;"АО Исакова, Шилов и Шилова";"Средний бизнес"
789;"РАО Савина";"Малый бизнес"
790;"Группа ГАЗ";"Малый бизнес"
791;"ОАО Никонова Степанов";"Малый бизнес"
792;"Объединенная энергетическая компания";"Средний бизнес"
793;"Анисимова Инк";"Средний бизнес"
794;"АО Сергеева, Ермаков и Полякова";"Средний бизнес"
795;"ИП Большаков Крылов";"Средний бизнес"
796;"ЗАО Давыдов Мишин";"Малый бизнес"
797;"Зиновьева Групп";"Малый бизнес"
798;"ЗАО Зайцев, Кулагина и Королев";"Средний бизнес"
799;"РАО Данилова Павлова";"Малый бизнес"
800;"ИП Быков-Меркушев";"Средний бизнес"
801;"Сибуглемет";"Малый бизнес"
802;"Королева Инк";"Средний бизнес"
803;"Меркушев Лтд";"Средний бизнес"
804;"НПО Иванова Ефимова";"Малый бизнес"
805;"ОАО Волкова-Соловьева";"Средний бизнес"
806;"ОАО Рогов, Колобов и Белова";"Средний бизнес"
807;"НПО Поляков-Рябов";"Средний бизнес"
808;"РАО Лебедева-Колесников";"Средний бизнес"
809;"НПО Котова, Лыткина и Лазарев";"Средний бизнес"
810;"ООО Панова Рыбаков";"Малый бизнес"
811;"ИП Шубин Суворов";"Малый бизнес"
812;"Мария-Ра";"Средний бизнес"
813;"Доронина Групп";"Малый бизнес"
814;"ООО Суворов-Филатов";"Малый бизнес"
815;"ЗАО Петухова-Власов";"Малый бизнес"
816;"Гугл (Google)";"Средний бизнес"
817;"НПО Сысоева-Терентьева";"Средний бизнес"
818;"ЗАО Беспалов";"Малый бизнес"
819;"НПО Ермакова, Дорофеев и Ефремова";"Малый бизнес"
820;"Hoff (Домашний интерьер)";"Малый бизнес"
821;"Русснефть";"Малый бизнес"
822;"ИП Некрасов Рогова";"Малый бизнес"
823;"X5 Retail Group";"Малый бизнес"
824;"ЗАО Козлов Цветков";"Малый бизнес"
825;"ИП Веселова, Васильева и Рожков";"Малый бизнес"
826;"ИП Попова";"Малый бизнес"
827;"АО Третьякова, Шарапова и Мясников";"Малый бизнес"
828;"ОАО Исаков";"Малый бизнес"
829;"Евраз";"Средний бизнес"
830;"Главное управление обустройства войск (ГУОВ)";"Средний бизнес"
831;"Ситибанк";"Средний бизнес"
832;"АО Козлов Игнатов";"Малый бизнес"
833;"АО Федосеев Колесникова";"Средний бизнес"
834;"ОАО Юдин, Голубев и Попова";"Малый бизнес"
835;"Гордеева Инкорпорэйтед";"Средний бизнес"
836;"РАО Исаев-Романов";"Малый бизнес"
837;"ИП Шашкова Поляков";"Малый бизнес"
838;"ИП Богданова";"Малый бизнес"
839;"ИП Калинина Яковлева";"Малый бизнес"
840;"ЗАО Чернова-Жукова";"Средний бизнес"
841;"Маслова Инк";"Малый бизнес"
842;"ЗАО Королева Лихачева";"Малый бизнес"
843;"РАО Волков";"Малый бизнес"
844;"Верисел-трейдинг";"Малый бизнес"
845;"АО Герасимов";"Средний бизнес"
846;"ОАО Тихонов Константинов";"Средний бизнес"
847;"АвтоГермес";"Малый бизнес"
848;"ЗАО Гущин-Вишнякова";"Средний бизнес"
849;"АО Беляков";"Средний бизнес"
850;"ЗАО Макарова";"Средний бизнес"
851;"ЗАО Веселова-Сорокин";"Средний бизнес"
852;"РАО Носкова Юдина";"Малый бизнес"
853;"ООО Зыкова";"Малый бизнес"
854;"ЗАО Блохина, Зимин и Владимирова";"Малый бизнес"
855;"ИП Пономарев";"Средний бизнес"
856;"АО Калинина";"Средний бизнес"
857;"ООО Капустин";"Средний бизнес"
858;"ОАО Воробьев, Сазонова и Евсеева";"Средний бизнес"
859;"РАО Фокина-Рожков";"Малый бизнес"
860;"РАО Савина, Сысоев и Артемьев";"Средний бизнес"
861;"АО Ефремова Зыков";"Малый бизнес"
862;"РАО Щербаков, Журавлев и Терентьева";"Средний бизнес"
863;"АО Осипова, Пестов и Белов";"Средний бизнес"
864;"РАО Федосеев-Емельянов";"Малый бизнес"
865;"Герасимов и партнеры";"Малый бизнес"
866;"Railgo";"Малый бизнес"
867;"РАО Кононов, Якушев и Одинцова";"Средний бизнес"
868;"Сладковско-Заречное";"Средний бизнес"
869;"РАО Мамонтова";"Малый бизнес"
870;"ИП Карпова, Кабанов и Новиков";"Средний бизнес"
871;"ОАО Исаев, Брагин и Давыдов";"Малый бизнес"
872;"Мираторг";"Малый бизнес"
873;"АО Гаврилова-Яковлева";"Средний бизнес"
874;"ОАО Виноградова-Тарасова";"Средний бизнес"
875;"ЗАО Сафонов Козлова";"Средний бизнес"
876;"ЗАО Кулаков, Гурьев и Логинова";"Средний бизнес"
877;"Санофи Россия (Sanofi)";"Средний бизнес"
878;"ОАО Агафонов, Рябов и Ларионов";"Малый бизнес"
879;"ИП Князев-Нестеров";"Средний бизнес"
880;"НПО Сидоров, Иванова и Родионова";"Средний бизнес"
881;"ИП Баранов Юдина";"Средний бизнес"
882;"РАО Белоусова-Ларионов";"Средний бизнес"
883;"Группа Магнезит";"Малый бизнес"
884;"МАКС";"Малый бизнес"
885;"НПО Смирнов, Абрамов и Гусев";"Малый бизнес"
886;"НПО Крылова Ситников";"Средний бизнес"
887;"АО Григорьева, Панфилов и Елисеев";"Средний бизнес"
889;"НПО Суханов, Буров и Зиновьев";"Малый бизнес"
890;"РАО Бурова";"Средний бизнес"
891;"Салым Петролеум";"Малый бизнес"
892;"НПО Бобров";"Средний бизнес"
893;"ОАО Щербакова-Богданова";"Средний бизнес"
894;"ИП Кудряшов Игнатова";"Малый бизнес"
895;"Кубанская нефтегазовая компания";"Малый бизнес"
896;"ОАО Константинова";"Малый бизнес"
897;"ЗАО Доронин, Марков и Родионов";"Средний бизнес"
898;"Объединенные кондитеры";"Малый бизнес"
899;"Горбунова Лимитед";"Средний бизнес"
900;"ТК Шлюмберже (Schlumberger)";"Средний бизнес"
901;"Уралкалий";"Малый бизнес"
902;"НПО Гущин, Соловьева и Моисеева";"Малый бизнес"
903;"ГК Автомир";"Средний бизнес"
904;"ОМК";"Малый бизнес"
905;"Прогресс";"Средний бизнес"
906;"Гордеева Групп";"Малый бизнес"
907;"НПО Кузьмин-Фокина";"Средний бизнес"
908;"АО Владимиров Мишина";"Средний бизнес"
909;"ИП Якушева Зуева";"Средний бизнес"
910;"ОАО Ефремов, Никитин и Гуляева";"Малый бизнес"
911;"ИП Абрамов, Виноградов и Русаков";"Малый бизнес"
912;"РАО Дроздов, Власова и Сидоров";"Малый бизнес"
913;"ИП Горбунов, Якушев и Евсеева";"Средний бизнес"
914;"Газнефтетрэйдинг";"Средний бизнес"
915;"НПО Филатова";"Средний бизнес"
916;"ЗАО Блинов, Кулагин и Егорова";"Малый бизнес"
917;"НПО Самойлова";"Средний бизнес"
918;"Карпов Лимитед";"Малый бизнес"
919;"Группа Содружество";"Средний бизнес"
920;"ОАО Красильникова Дорофеев";"Малый бизнес"
921;"ИП Королева, Мишин и Пахомова";"Малый бизнес"
922;"ИП Котова";"Малый бизнес"
923;"ООО Петухова Лаврентьев";"Средний бизнес"
924;"Михеева Лимитед";"Средний бизнес"
925;"ОАО Виноградова, Константинов и Боброва";"Малый бизнес"
926;"НПО Кудрявцев-Мамонтов";"Средний бизнес"
927;"Русснефть";"Малый бизнес"
928;"Федорова Лтд";"Малый бизнес"
929;"Щербаков Инкорпорэйтед";"Средний бизнес"
930;"РАО Федосеев Антонов";"Средний бизнес"
931;"Тинькофф Банк";"Малый бизнес"
932;"Турова Групп";"Малый бизнес"
933;"ОАО Молчанов Чернова";"Малый бизнес"
934;"ООО Беспалова Сазонова";"Малый бизнес"
935;"ОАО Сорокин, Сорокин и Щербаков";"Малый бизнес"
936;"ИП Кулаков";"Средний бизнес"
937;"Новикомбанк";"Средний бизнес"
938;"Тетерина Инкорпорэйтед";"Средний бизнес"
939;"АО Копылова-Нестеров";"Малый бизнес"
940;"РАО Агафонова";"Малый бизнес"
941;"РАО Денисов, Корнилов и Жданова";"Малый бизнес"
942;"Кроношпан (Kronoplus)";"Средний бизнес"
943;"ОАО Кулагин-Смирнова";"Средний бизнес"
944;"НПО Мишина Мухина";"Средний бизнес"
945;"ОАО Харитонова, Евдокимов и Блинов";"Средний бизнес"
946;"Эйвон Бьюти Продактс Компани (Avon)";"Средний бизнес"
947;"ИП Воронов";"Малый бизнес"
948;"ИП Сысоев-Сысоев";"Средний бизнес"
949;"ОАО Попов";"Малый бизнес"
950;"Каменск-Уральский металлургический завод";"Малый бизнес"
951;"Маслова Инкорпорэйтед";"Средний бизнес"
952;"ЗАО Петухова, Рыбакова и Кузьмин";"Малый бизнес"
953;"ЗАО Наумова Устинов";"Средний бизнес"
954;"АО Кудрявцев, Трофимов и Макаров";"Средний бизнес"
955;"Пестов Групп";"Средний бизнес"
956;"Курганмашзавод";"Средний бизнес"
957;"ОАО Галкина-Рожков";"Средний бизнес"
958;"ИП Гордеева";"Малый бизнес"
959;"ООО Ильина-Пахомова";"Малый бизнес"
960;"ЗАО Попова, Моисеев и Тарасова";"Малый бизнес"
961;"ОАО Яковлева-Бирюков";"Средний бизнес"
962;"ИП Носов, Буров и Федотова";"Малый бизнес"
963;"Меркушева и партнеры";"Средний бизнес"
964;"ООО Рогова-Селиверстов";"Малый бизнес"
965;"НПО Дроздов, Субботин и Ковалева";"Средний бизнес"
966;"Захарова Групп";"Средний бизнес"
967;"Росморпорт";"Малый бизнес"
968;"ООО Бурова Ширяева";"Средний бизнес"
969;"Родионова Лтд";"Средний бизнес"
970;"РАО Терентьева";"Малый бизнес"
971;"ООО Коновалова Ларионов";"Средний бизнес"
972;"ООО Федоров-Соболева";"Малый бизнес"
973;"РАО Смирнов Миронова";"Малый бизнес"
974;"НПО Дмитриева Кононова";"Средний бизнес"
975;"ИП Сазонов, Тарасов и Хохлов";"Малый бизнес"
976;"ИП Смирнова-Марков";"Малый бизнес"
977;"Терентьев Лимитед";"Средний бизнес"
978;"АО Полякова, Зайцева и Зимина";"Малый бизнес"
979;"ОАО Воронцова Медведев";"Средний бизнес"
980;"РАО Чернова";"Малый бизнес"
981;"РАО Селезнев-Суханова";"Средний бизнес"
982;"ОАО Кононов";"Средний бизнес"
983;"ООО Козлова Алексеева";"Малый бизнес"
984;"Газпром автоматизация";"Малый бизнес"
985;"Беркс";"Средний бизнес"
986;"ООО Некрасова, Лебедева и Баранов";"Средний бизнес"
987;"НПО Гусев, Голубев и Соколова";"Малый бизнес"
988;"НПО Соболева, Лебедева и Цветков";"Малый бизнес"
989;"ТД Агроторг";"Средний бизнес"
990;"ОАО Стрелкова";"Малый бизнес"
991;"ИП Шаров Селиверстов";"Средний бизнес"
992;"ЗАО Субботин, Блохина и Блинова";"Малый бизнес"
993;"РАО Андреев-Субботин";"Средний бизнес"
994;"НПО Муравьева";"Средний бизнес"
995;"Стрелков Групп";"Малый бизнес"
996;"ИП Семенова Чернов";"Средний бизнес"
997;"ИП Кулагина Лазарева";"Малый бизнес"
998;"ООО Лихачева Гурьева";"Средний бизнес"
999;"ООО Колесникова, Пономарева и Сазонов";"Средний бизнес"
1000;"ОАО Васильев Антонова";"Средний бизнес"
1001;"ОАО Евсеева-Андреев";"Малый бизнес"
1002;"ИП Ильин-Евсеев";"Малый бизнес"
1003;"ИП Бурова, Ситникова и Никонов";"Средний бизнес"
1004;"Воробьев Групп";"Средний бизнес"
1005;"Михеева Инкорпорэйтед";"Средний бизнес"
1006;"АО Комарова Баранова";"Средний бизнес"
1007;"Гришина Групп";"Средний бизнес"
1008;"ЗАО Власова";"Средний бизнес"
1009;"РАО Носкова Гришин";"Средний бизнес"
1010;"Гуляева Лтд";"Малый бизнес"
1011;"АО Маслов, Исаев и Степанов";"Малый бизнес"
1012;"Субботин Инкорпорэйтед";"Малый бизнес"
1013;"Блинов Инкорпорэйтед";"Средний бизнес"
1014;"Самсонова Инкорпорэйтед";"Средний бизнес"
1015;"ЗАО Панфилов, Вишняков и Фомин";"Малый бизнес"
1016;"НПО Ильина Дмитриева";"Средний бизнес"
1017;"Мельников Лимитед";"Малый бизнес"
1018;"Ростелеком";"Малый бизнес"
1019;"ОАО Большакова Фролов";"Средний бизнес"
1020;"ИП Гущина, Афанасьева и Фомина";"Средний бизнес"
1021;"Королев Инк";"Малый бизнес"
1022;"Первый завод";"Малый бизнес"
1023;"Якушева Инк";"Средний бизнес"
1024;"ЗАО Кузьмин Маслов";"Средний бизнес"
1025;"НК Дулисьма";"Средний бизнес"
1026;"Магнолия";"Малый бизнес"
1027;"Исаева Лимитед";"Средний бизнес"
1028;"Игнатьева Инк";"Малый бизнес"
1029;"Группа Мэйджор";"Малый бизнес"
1030;"Лента";"Малый бизнес"
1031;"ВТБ";"Малый бизнес"
1032;"РАО Чернова, Белоусов и Панфилов";"Малый бизнес"
1033;"ИП Ларионов-Кулагин";"Средний бизнес"
1034;"Шестакова Инк";"Средний бизнес"
1035;"ОАО Петрова";"Средний бизнес"
1036;"АО Игнатов-Воронцов";"Средний бизнес"
1037;"РАО Турова";"Средний бизнес"
1038;"Ингосстрах";"Средний бизнес"
1039;"Прохоров и партнеры";"Средний бизнес"
1040;"РАО Зайцев";"Малый бизнес"
1041;"ОАО Карпова-Пахомов";"Малый бизнес"
1042;"РАО Логинова";"Средний бизнес"
1043;"НПО Соколов";"Малый бизнес"
1044;"Арконик СМЗ";"Средний бизнес"
1045;"ОАО Новикова, Ефимова и Комаров";"Малый бизнес"
1046;"РАО Зимина Алексеева";"Средний бизнес"
1047;"ОАО Красильникова";"Средний бизнес"
1048;"ЗАО Горбунова-Мельников";"Малый бизнес"
1049;"НПО Калашников";"Малый бизнес"
1050;"Егоров Инк";"Средний бизнес"
1051;"Быкова и партнеры";"Малый бизнес"
1052;"Росатом";"Средний бизнес"
1053;"Фадеев Лимитед";"Малый бизнес"
1054;"АО Казакова, Морозов и Фокина";"Малый бизнес"
1055;"ООО Турова-Лазарев";"Средний бизнес"
1056;"Королев Инк";"Малый бизнес"
1057;"Колесников и партнеры";"Средний бизнес"
1058;"Тарасова Лтд";"Средний бизнес"
1059;"НПО Белов-Красильников";"Средний бизнес"
1060;"АО Александров Маслова";"Малый бизнес"
1061;"ООО Рожкова Жукова";"Средний бизнес"
1062;"Катерпиллар Евразия (Caterpillar)";"Малый бизнес"
1063;"АО Козлов Агафонова";"Малый бизнес"
1064;"ЗАО Вишнякова-Нестерова";"Малый бизнес"
1065;"РАО Андреев Гурьев";"Средний бизнес"
1066;"НПО Маслов, Виноградова и Владимиров";"Средний бизнес"
1067;"ООО Иванов";"Малый бизнес"
1068;"Игнатова и партнеры";"Малый бизнес"
1069;"Михайлов и партнеры";"Малый бизнес"
1070;"ГК Агропромкомплектация";"Малый бизнес"
1071;"ЗАО Мясников-Прохорова";"Средний бизнес"
1072;"РАО Селезнева, Борисов и Воронов";"Средний бизнес"
1073;"ООО Воронова-Лебедев";"Средний бизнес"
1074;"ЗАО Зимин, Терентьева и Михеева";"Средний бизнес"
1075;"ООО Силина-Громова";"Малый бизнес"
1076;"НПО Меркушев-Шаров";"Малый бизнес"
1077;"Дон-Строй Инвест";"Малый бизнес"
1078;"Никонов Инкорпорэйтед";"Средний бизнес"
1079;"АО Беляков";"Малый бизнес"
1080;"ООО Дорофеев-Воронова";"Средний бизнес"
1081;"НПО Цветкова Афанасьев";"Средний бизнес"
1082;"ОАО Ларионова Суханова";"Малый бизнес"
1083;"ООО Князев, Осипов и Волков";"Средний бизнес"
1084;"Л'Этуаль";"Средний бизнес"
1085;"ЗАО Моисеева";"Средний бизнес"
1086;"ЗАО Тихонова";"Малый бизнес"
1087;"ЗАО Фомичев";"Малый бизнес"
1088;"АО Тетерина-Алексеева";"Малый бизнес"
1089;"ИП Панов";"Малый бизнес"
1090;"НПО Панфилова";"Средний бизнес"
1091;"АО Петров Фадеева";"Средний бизнес"
1092;"РАО Третьякова, Кошелев и Некрасова";"Малый бизнес"
1093;"ОАО Логинов-Дмитриева";"Средний бизнес"
1094;"Бурова Лтд";"Малый бизнес"
1095;"ОАО Никифоров";"Средний бизнес"
1096;"Суворова Групп";"Средний бизнес"
1097;"Зиновьев Лтд";"Малый бизнес"
1098;"НПО Устинов-Щербаков";"Малый бизнес"
1099;"Туров и партнеры";"Средний бизнес"
1100;"ИП Ершов Громов";"Средний бизнес"
1101;"Калашников Лимитед";"Малый бизнес"
1102;"Фармкомплект";"Малый бизнес"
1103;"ИП Александров Быков";"Средний бизнес"
1104;"Русаков Лтд";"Малый бизнес"
1105;"НПО Морозова";"Средний бизнес"
1106;"ЦЭНКИ";"Малый бизнес"
1107;"ИП Крюков";"Малый бизнес"
1108;"ООО Петухова-Ершова";"Малый бизнес"
1109;"ОАО Попов";"Малый бизнес"
1110;"Петров Инкорпорэйтед";"Средний бизнес"
1111;"Командор-Холдинг";"Средний бизнес"
1112;"ОАО Осипова";"Средний бизнес"
1113;"Компания Металл Профиль";"Средний бизнес"
1114;"НПО Щербакова, Архипова и Суханова";"Средний бизнес"
1115;"Герасимова Лимитед";"Средний бизнес"
1116;"АО Антонова Данилов";"Малый бизнес"
1117;"Михеев Групп";"Средний бизнес"
1118;"РАО Ларионов-Сафонов";"Малый бизнес"
1119;"Транстрейдойл";"Средний бизнес"
1120;"ОАО Суворов-Прохорова";"Средний бизнес"
1121;"РАО Степанов";"Малый бизнес"
1122;"ЗАО Воронцов, Волков и Захарова";"Малый бизнес"
1123;"ЗАО Осипова-Журавлев";"Средний бизнес"
1124;"Назаров Инкорпорэйтед";"Средний бизнес"
1125;"ИП Киселев";"Малый бизнес"
1126;"Таграс (ТНГ-Групп)";"Малый бизнес"
1127;"Лобанов Лимитед";"Средний бизнес"
1128;"Эппл Рус (Apple)";"Малый бизнес"
1129;"РАО Воронцов-Денисова";"Малый бизнес"
1130;"Фадеев Инкорпорэйтед";"Малый бизнес"
1131;"ИП Колесникова, Сазонова и Прохоров";"Малый бизнес"
1132;"АО Куликова";"Средний бизнес"
1133;"ЗАО Кузнецов Муравьева";"Малый бизнес"
1134;"Щербаков Лимитед";"Малый бизнес"
1135;"РАО Журавлева";"Малый бизнес"
1136;"АО Морозов";"Малый бизнес"
1137;"Росбанк (Societe General)";"Средний бизнес"
1138;"Фадеева Лтд";"Малый бизнес"
1139;"АО Капустин, Миронов и Колесников";"Малый бизнес"
1140;"Агафонова Групп";"Малый бизнес"
1141;"НПО Копылов-Беляков";"Малый бизнес"
1142;"Агафонов Инк";"Малый бизнес"
1143;"ООО Зайцев, Виноградов и Сорокина";"Малый бизнес"
1144;"ОАО Кондратьев Шубина";"Средний бизнес"
1145;"Вишнякова и партнеры";"Малый бизнес"
1146;"РАО Дементьева Архипова";"Средний бизнес"
1147;"ООО Ершов";"Средний бизнес"
1148;"ИП Зыков";"Средний бизнес"
1149;"Рожкова Инкорпорэйтед";"Малый бизнес"
1150;"НПО Уварова Никитина";"Малый бизнес"
1151;"ИП Жуков Назарова";"Средний бизнес"
1152;"ООО Павлова Сергеева";"Средний бизнес"
1153;"Банк Русский стандарт";"Малый бизнес"
1154;"А Групп";"Малый бизнес"
1155;"ЗАО Меркушева, Красильникова и Родионова";"Средний бизнес"
1156;"Сазонова Инкорпорэйтед";"Малый бизнес"
1157;"РАО Симонова Михеев";"Средний бизнес"
1158;"Борисов и партнеры";"Средний бизнес"
1159;"Объединенные кондитеры";"Малый бизнес"
1160;"ООО Гущина, Смирнова и Шарапов";"Малый бизнес"
1161;"Киселева Инкорпорэйтед";"Средний бизнес"
1162;"Журавлева Групп";"Средний бизнес"
1163;"ООО Мельникова, Николаева и Кононова";"Малый бизнес"
1164;"ЗАО Гордеев Галкина";"Средний бизнес"
1165;"ОАО Крюков";"Малый бизнес"
1166;"Силина Лтд";"Средний бизнес"
1167;"Егорова и партнеры";"Малый бизнес"
1168;"ИП Богданов, Назарова и Белов";"Средний бизнес"
1169;"МегаФон";"Малый бизнес"
1170;"QIWI";"Средний бизнес"
1171;"НПО Осипова, Турова и Соколова";"Средний бизнес"
1172;"НПО Мартынов";"Средний бизнес"
1173;"РАО Борисова Кулагин";"Малый бизнес"
1174;"Ренейссанс Констракшн (Ronesans Holding Anonim Sirketi)";"Малый бизнес"
1175;"ИП Баранова Матвеев";"Средний бизнес"
1176;"Сафонов Инк";"Средний бизнес"
1177;"ОАО Савельев, Кулакова и Якушева";"Малый бизнес"
1178;"НПО Ермаков-Мельников";"Малый бизнес"
1179;"АО Шарова";"Малый бизнес"
1180;"ОАО Некрасова Красильников";"Средний бизнес"
1181;"ООО Назаров-Куликов";"Средний бизнес"
1182;"ООО Русаков";"Средний бизнес"
1183;"Nordgold";"Средний бизнес"
1184;"Филиппова Инк";"Средний бизнес"
1185;"Кубанская нефтегазовая компания";"Средний бизнес"
1186;"Белуга Групп";"Средний бизнес"
1187;"ОАО Зуев, Большаков и Морозова";"Средний бизнес"
1188;"ИП Тихонов Нестерова";"Средний бизнес"
1189;"РАО Титова, Белоусова и Осипова";"Малый бизнес"
1190;"НК Дулисьма";"Средний бизнес"
1191;"Банк Санкт-Петербург";"Малый бизнес"
1192;"ЛокоТех";"Малый бизнес"
1193;"ОАО Гришина Евдокимова";"Средний бизнес"
1194;"ЗАО Петров-Савина";"Средний бизнес"
1195;"АО Захарова";"Малый бизнес"
1196;"ООО Воробьева Князев";"Средний бизнес"
1197;"ОАО Шестаков, Мартынов и Фролова";"Малый бизнес"
1198;"Ягуар ленд ровер";"Малый бизнес"
1199;"Степанова Лимитед";"Средний бизнес"
1200;"ООО Исаков-Гаврилов";"Средний бизнес"
1201;"АО Зиновьева Белова";"Малый бизнес"
1202;"НПО Ефимов-Королев";"Средний бизнес"
1203;"Фомичев Инкорпорэйтед";"Малый бизнес"
1204;"ИП Самойлова";"Средний бизнес"
1205;"ОАО Дементьева Прохоров";"Средний бизнес"
1206;"Носов и партнеры";"Средний бизнес"
1207;"Дж.Т.И. Россия (JTI)";"Средний бизнес"
1208;"Ларионов Инкорпорэйтед";"Малый бизнес"
1209;"Нефтехимремстрой";"Малый бизнес"
1210;"РАО Мишин Некрасова";"Средний бизнес"
1211;"ООО Ширяев-Белозерова";"Малый бизнес"
1212;"Мясникова Лимитед";"Малый бизнес"
1213;"Воронов Лимитед";"Малый бизнес"
1214;"РАО Аксенова-Маркова";"Малый бизнес"
1215;"ОАО Бурова, Миронова и Никитина";"Средний бизнес"
1216;"ЗАО Русакова Исакова";"Средний бизнес"
1217;"ИП Дроздов Горбачева";"Малый бизнес"
1218;"ООО Ефимов, Пахомов и Пономарев";"Средний бизнес"
1219;"РАО Вишняков Борисова";"Малый бизнес"
1220;"ЗАО Блохина-Пахомов";"Средний бизнес"
1221;"ЗАО Королева";"Малый бизнес"
1222;"ОАО Кириллова-Сергеев";"Малый бизнес"
1223;"ИП Щукина, Шарапова и Носов";"Малый бизнес"
1224;"НПО Зайцева, Константинов и Горбачев";"Средний бизнес"
1225;"Терентьева и партнеры";"Малый бизнес"
1226;"ООО Моисеев Сысоев";"Малый бизнес"
1227;"Рыбаков Групп";"Малый бизнес"
1228;"Бурова Инк";"Малый бизнес"
1229;"НПО Журавлев";"Средний бизнес"
1230;"Тимофеева Инкорпорэйтед";"Средний бизнес"
1231;"Рив Гош";"Средний бизнес"
1232;"Юнипро (Uniper)";"Средний бизнес"
1233;"Ситников Инкорпорэйтед";"Средний бизнес"
1234;"НПО Рябов, Сергеева и Уваров";"Малый бизнес"
1235;"АО Гуляева, Турова и Федотова";"Средний бизнес"
1236;"ИП Игнатов, Бирюкова и Крылов";"Средний бизнес"
1237;"ООО Матвеев, Фадеев и Самойлова";"Средний бизнес"
1238;"ЗАО Рыбаков";"Малый бизнес"
1239;"ООО Алексеева-Николаева";"Малый бизнес"
1240;"ОАО Гущин";"Средний бизнес"
1241;"РАО Русаков-Осипова";"Средний бизнес"
1242;"Прохорова и партнеры";"Средний бизнес"
1243;"ООО Афанасьев";"Малый бизнес"
1244;"НПО Мартынова Жданова";"Средний бизнес"
1245;"Мособлгаз";"Малый бизнес"
1246;"Жданов Групп";"Малый бизнес"
1247;"Лебедев Инк";"Малый бизнес"
1248;"Самсонова Лимитед";"Малый бизнес"
1249;"РАО Никифорова-Семенов";"Малый бизнес"
1250;"НПО Белова-Ковалев";"Средний бизнес"
1251;"Устинова Групп";"Средний бизнес"
1252;"ООО Киселева-Николаева";"Малый бизнес"
1253;"Конар";"Малый бизнес"
1254;"ЗАО Дорофеев Воронцов";"Средний бизнес"
1255;"Мишина Инк";"Малый бизнес"
1256;"АО Агафонова-Рогова";"Малый бизнес"
1257;"Группа ГМС";"Малый бизнес"
1258;"Богданов и партнеры";"Малый бизнес"
1259;"НПО Данилова";"Малый бизнес"
1260;"ИП Щукина";"Средний бизнес"
1261;"Орехова и партнеры";"Средний бизнес"
1262;"АХ Степь";"Малый бизнес"
1263;"Фармкомплект";"Малый бизнес"
1264;"ООО Гордеев, Князева и Кудрявцев";"Малый бизнес"
1265;"Макарова Групп";"Малый бизнес"
1266;"ОАО Лобанова-Жукова";"Малый бизнес"
1267;"ОМПК";"Средний бизнес"
1268;"НПО Новиков";"Средний бизнес"
1269;"РАО Лазарева Уваров";"Средний бизнес"
1270;"РАО Бобылева-Калинин";"Средний бизнес"
1271;"ЗАО Рогов, Ершов и Якушева";"Малый бизнес"
1272;"Южуралзолото ГК";"Средний бизнес"
1273;"ГК Мегаполис";"Малый бизнес"
1274;"ООО Одинцов";"Малый бизнес"
1275;"ЗАО Фокина, Лапина и Осипов";"Малый бизнес"
1276;"Дементьев Лтд";"Малый бизнес"
1277;"ИП Ситников";"Малый бизнес"
1278;"НПО Козлов-Орлова";"Малый бизнес"
1279;"НПО Овчинников Авдеева";"Малый бизнес"
1280;"РАО Соболева, Беляева и Жданов";"Средний бизнес"
1281;"ОАО Стрелкова-Дементьева";"Малый бизнес"
1282;"РАО Горбунов, Петухов и Пахомов";"Средний бизнес"
1283;"НПО Копылов Андреев";"Средний бизнес"
1284;"АО Дьячкова, Назаров и Молчанов";"Малый бизнес"
1285;"НПО Логинова, Нестеров и Колесникова";"Малый бизнес"
1286;"ООО Терентьев-Николаев";"Средний бизнес"
1287;"ЗАО Матвеев Князев";"Средний бизнес"
1288;"Ситников Групп";"Средний бизнес"
1289;"Краснодарзернопродукт-Экспо";"Средний бизнес"
1290;"ИП Жданов, Савельев и Буров";"Средний бизнес"
1291;"Архангельский ЦБК";"Средний бизнес"
1292;"Мираторг";"Малый бизнес"
1293;"ИП Маслова";"Малый бизнес"
1374;"НПО Тетерина-Фокин";"Малый бизнес"
1294;"НПО Тетерин Орехова";"Средний бизнес"
1295;"Белоусова и партнеры";"Малый бизнес"
1296;"Зара СНГ (Zara)";"Малый бизнес"
1297;"Петрова Лимитед";"Средний бизнес"
1298;"АО Шашкова Белоусова";"Средний бизнес"
1299;"Пахомов Групп";"Малый бизнес"
1300;"НПО Быков, Юдина и Доронина";"Малый бизнес"
1301;"НПО Маркова-Симонова";"Малый бизнес"
